"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","BI Analyst","135000","USD","135000","US","0","US","M"
2023,"SE","FT","Data Analyst","127000","USD","127000","US","100","US","M"
2023,"SE","FT","Data Analyst","94000","USD","94000","US","100","US","M"
2023,"SE","FT","Data Analyst","161500","USD","161500","US","100","US","M"
2023,"SE","FT","Data Analyst","119500","USD","119500","US","100","US","M"
2023,"SE","FT","Data Analyst","175000","USD","175000","US","0","US","M"
2023,"SE","FT","Data Analyst","145000","USD","145000","US","0","US","M"
2023,"SE","FT","Data Analytics Specialist","105000","USD","105000","US","0","US","M"
2023,"SE","FT","Data Analytics Specialist","85000","USD","85000","US","0","US","M"
2023,"SE","FT","Data Analyst","185900","USD","185900","US","0","US","M"
2023,"SE","FT","Data Analyst","121700","USD","121700","US","0","US","M"
2023,"SE","FT","Data Analyst","153600","USD","153600","US","0","US","M"
2023,"SE","FT","Data Analyst","106800","USD","106800","US","0","US","M"
2023,"EN","FT","Data Analyst","100000","USD","100000","UZ","100","US","L"
2023,"SE","FT","Data Analyst","125000","USD","125000","US","0","US","M"
2023,"SE","FT","Data Analyst","110000","USD","110000","US","0","US","M"
2023,"EN","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2023,"EN","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2023,"MI","FT","Data Analyst","80000","GBP","97218","GB","0","GB","M"
2023,"MI","FT","Data Analyst","40000","GBP","48609","GB","0","GB","M"
2023,"SE","FT","Data Analyst","95000","USD","95000","US","0","US","M"
2023,"SE","FT","Data Analyst","85500","USD","85500","US","0","US","M"
2023,"SE","FT","Data Analyst","185900","USD","185900","US","0","US","M"
2023,"SE","FT","Data Analyst","121700","USD","121700","US","0","US","M"
2023,"SE","FT","Data Analyst","120000","USD","120000","US","100","US","M"
2023,"SE","FT","Data Analyst","75000","USD","75000","US","100","US","M"
2023,"MI","FT","Data Analyst","65000","GBP","78990","GB","100","GB","M"
2023,"MI","FT","Data Analyst","36050","GBP","43809","GB","100","GB","M"
2023,"SE","FT","Data Analyst","180000","USD","180000","US","0","US","M"
2023,"SE","FT","Data Analyst","110000","USD","110000","US","0","US","M"
2023,"EN","FT","Data Analyst","85000","USD","85000","US","100","US","M"
2023,"EN","FT","Data Analyst","75000","USD","75000","US","100","US","M"
2023,"SE","FT","Analytics Engineer","150000","USD","150000","US","0","US","M"
2023,"SE","FT","Analytics Engineer","120000","USD","120000","US","0","US","M"
2023,"SE","FT","Data Analyst","145000","USD","145000","US","100","US","M"
2023,"SE","FT","Data Analyst","90000","USD","90000","US","100","US","M"
2023,"SE","FT","Data Analyst","95000","USD","95000","US","0","US","M"
2023,"SE","FT","Data Analyst","85500","USD","85500","US","0","US","M"
2023,"MI","FT","Data Analytics Manager","155000","USD","155000","US","0","US","M"
2023,"MI","FT","Data Analytics Manager","140000","USD","140000","US","0","US","M"
2023,"EN","FT","Data Analyst","30000","USD","30000","IN","50","IN","M"
2022,"EN","PT","Data Analyst","34320","USD","34320","US","100","US","S"
2022,"MI","FT","Business Data Analyst","48000","BRL","9289","BR","100","BR","M"
2023,"SE","FT","Data Analyst","175000","USD","175000","US","100","US","M"
2023,"SE","FT","Data Analyst","130000","USD","130000","US","100","US","M"
2023,"SE","FT","Data Analyst","122000","USD","122000","US","100","US","M"
2023,"SE","FT","Data Analyst","93800","USD","93800","US","100","US","M"
2023,"SE","FT","Data Analyst","165000","USD","165000","US","100","US","M"
2023,"SE","FT","Data Analyst","112000","USD","112000","US","100","US","M"
2023,"SE","FT","BI Data Analyst","67000","EUR","71897","DE","100","DE","M"
2023,"SE","FT","Data Analyst","1300000","INR","15806","IN","100","IN","S"
2023,"SE","FT","Data Analyst","185900","USD","185900","US","0","US","M"
2023,"SE","FT","Data Analyst","121700","USD","121700","US","0","US","M"
2023,"SE","FT","Data Analyst","180180","USD","180180","US","0","US","M"
2023,"SE","FT","Data Analyst","106020","USD","106020","US","0","US","M"
2023,"SE","FT","Data Analyst","125000","USD","125000","US","0","US","M"
2023,"SE","FT","Data Analyst","110000","USD","110000","US","0","US","M"
2023,"SE","FT","Data Analyst","152380","USD","152380","US","0","US","M"
2023,"SE","FT","Data Analyst","121904","USD","121904","US","0","US","M"
2023,"SE","FT","Data Analyst","170500","USD","170500","US","100","US","M"
2023,"SE","FT","Data Analyst","85000","USD","85000","US","100","US","M"
2023,"SE","FT","Data Quality Analyst","72200","USD","72200","US","0","US","M"
2023,"SE","FT","Data Quality Analyst","64980","USD","64980","US","0","US","M"
2023,"SE","FT","Data Analyst","179975","USD","179975","US","100","US","M"
2023,"SE","FT","Data Analyst","86466","USD","86466","US","100","US","M"
2023,"MI","FT","Insight Analyst","42000","GBP","51039","GB","0","GB","M"
2023,"MI","FT","Insight Analyst","35000","GBP","42533","GB","0","GB","M"
2023,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2023,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2023,"SE","FT","Data Analyst","230000","USD","230000","US","0","US","M"
2023,"SE","FT","Data Analyst","180000","USD","180000","US","0","US","M"
2023,"SE","FT","Data Analyst","153600","USD","153600","US","0","US","M"
2023,"SE","FT","Data Analyst","106800","USD","106800","US","0","US","M"
2023,"SE","FT","Data Analyst","165000","USD","165000","US","100","US","M"
2023,"SE","FT","Data Analyst","125000","USD","125000","US","100","US","M"
2023,"SE","FT","Data Analyst","95000","USD","95000","US","0","US","M"
2023,"SE","FT","Data Analyst","85500","USD","85500","US","0","US","M"
2023,"SE","FT","Analytics Engineer","197000","USD","197000","US","0","US","M"
2023,"SE","FT","Analytics Engineer","106000","USD","106000","US","0","US","M"
2023,"SE","FT","Analytics Engineer","175000","USD","175000","US","0","US","M"
2023,"SE","FT","Analytics Engineer","140000","USD","140000","US","0","US","M"
2023,"SE","FT","Data Analyst","110000","USD","110000","US","100","US","S"
2023,"SE","FT","Data Analyst","80000","USD","80000","US","100","US","S"
2023,"EN","FT","Data Analyst","55000","USD","55000","US","0","US","M"
2023,"EN","FT","Data Analyst","48000","USD","48000","US","0","US","M"
2023,"SE","FT","Data Analyst","95000","USD","95000","US","0","US","M"
2023,"SE","FT","Data Analyst","85000","USD","85000","US","0","US","M"
2023,"MI","FT","Data Analyst","80000","USD","80000","US","0","US","M"
2023,"MI","FT","Data Analyst","60000","USD","60000","US","0","US","M"
2023,"SE","FT","Data Analyst","142000","USD","142000","US","100","US","M"
2023,"SE","FT","Data Analyst","95000","USD","95000","US","100","US","M"
2023,"MI","FT","Data Analyst","90000","GBP","109371","HR","0","HR","M"
2023,"MI","FT","Data Analyst","60000","GBP","72914","HR","0","HR","M"
2023,"EN","PT","Data Analyst","78000","PLN","17779","PL","100","IN","L"
2023,"SE","FT","Data Analyst","120000","USD","120000","US","100","US","M"
2023,"SE","FT","Data Analyst","75000","USD","75000","US","100","US","M"
2023,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2023,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2023,"EN","FT","Data Analyst","75000","USD","75000","US","100","US","M"
2023,"EN","FT","Data Analyst","60000","USD","60000","US","100","US","M"
2023,"SE","FT","Data Analyst","227000","USD","227000","US","0","US","M"
2023,"SE","FT","Data Analyst","108000","USD","108000","US","0","US","M"
2023,"SE","FT","Data Analyst","52000","EUR","55800","ES","100","ES","M"
2023,"SE","FT","Data Analyst","48000","EUR","51508","ES","100","ES","M"
2023,"EN","FT","Data Analyst","60000","USD","60000","US","100","US","L"
2023,"EN","FT","Data Analyst","50000","USD","50000","KW","50","US","L"
2023,"SE","FT","Data Analyst","80000","USD","80000","US","0","US","M"
2023,"SE","FT","Data Analyst","52500","USD","52500","US","0","US","M"
2023,"EN","FT","Data Analyst","85000","USD","85000","US","100","US","M"
2023,"EN","FT","Data Analyst","75000","USD","75000","US","100","US","M"
2023,"SE","FT","Data Analyst","153600","USD","153600","US","0","US","M"
2023,"SE","FT","Data Analyst","106800","USD","106800","US","0","US","M"
2023,"MI","FT","Data Analyst","165000","USD","165000","US","0","US","M"
2023,"MI","FT","Data Analyst","124000","USD","124000","US","0","US","M"
2023,"SE","FT","Data Analyst","115934","USD","115934","US","100","US","M"
2023,"SE","FT","Data Analyst","81666","USD","81666","US","100","US","M"
2023,"MI","FT","Product Data Analyst","1350000","INR","16414","IN","100","IN","L"
2023,"MI","FT","Data Analyst","125000","USD","125000","US","0","US","M"
2023,"MI","FT","Data Analyst","105000","USD","105000","US","0","US","M"
2023,"MI","FT","Data Analyst","90000","GBP","109371","GB","0","GB","M"
2023,"MI","FT","Data Analyst","70000","GBP","85066","GB","0","GB","M"
2023,"EN","FT","Data Analyst","55000","USD","55000","US","0","US","M"
2023,"EN","FT","Data Analyst","48000","USD","48000","US","0","US","M"
2023,"EN","FT","Data Analyst","100000","USD","100000","US","50","US","M"
2023,"SE","FT","Data Analyst","385000","USD","385000","US","0","US","M"
2023,"SE","FT","Data Analyst","60000","USD","60000","US","0","US","M"
2023,"MI","FT","Data Analyst","110000","USD","110000","US","100","US","M"
2023,"MI","FT","Data Analyst","95000","USD","95000","US","100","US","M"
2023,"SE","FT","Data Analyst","180180","USD","180180","US","0","US","M"
2023,"SE","FT","Data Analyst","106020","USD","106020","US","0","US","M"
2023,"SE","FT","Data Analyst","93919","USD","93919","US","100","US","M"
2023,"SE","FT","Data Analyst","51962","USD","51962","US","100","US","M"
2023,"SE","FT","Data Analyst","192500","USD","192500","US","100","US","M"
2023,"SE","FT","Data Analyst","140000","USD","140000","US","100","US","M"
2023,"MI","FT","Data Analyst","50000","GBP","60761","GB","0","GB","M"
2023,"MI","FT","Data Analyst","45000","GBP","54685","GB","0","GB","M"
2023,"SE","FT","BI Developer","135000","USD","135000","US","100","US","M"
2023,"SE","FT","BI Developer","100000","USD","100000","US","100","US","M"
2023,"EX","FT","Data Analytics Manager","155000","USD","155000","US","0","US","M"
2023,"EX","FT","Data Analytics Manager","140000","USD","140000","US","0","US","M"
2023,"SE","FT","Data Analytics Manager","204500","USD","204500","US","0","US","M"
2023,"SE","FT","Data Analytics Manager","138900","USD","138900","US","0","US","M"
2023,"MI","FT","Data Analyst","130000","USD","130000","US","0","US","M"
2023,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2023,"SE","FT","Data Analyst","153600","USD","153600","US","0","US","M"
2023,"SE","FT","Data Analyst","106800","USD","106800","US","0","US","M"
2023,"EN","FT","BI Developer","160000","USD","160000","US","0","US","M"
2023,"EN","FT","BI Developer","100000","USD","100000","US","0","US","M"
2023,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2023,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2023,"SE","FT","Data Analyst","180180","USD","180180","US","0","US","M"
2023,"SE","FT","Data Analyst","106020","USD","106020","US","0","US","M"
2023,"SE","FT","Data Analyst","122000","USD","122000","US","0","US","M"
2023,"SE","FT","Data Analyst","94000","USD","94000","US","0","US","M"
2023,"SE","FT","Data Analyst","175000","USD","175000","US","0","US","M"
2023,"SE","FT","Data Analyst","145000","USD","145000","US","0","US","M"
2023,"MI","FT","Data Analyst","103200","USD","103200","US","0","US","M"
2023,"MI","FT","Data Analyst","61200","USD","61200","US","0","US","M"
2023,"SE","FT","Data Analyst","130000","USD","130000","US","100","US","M"
2023,"SE","FT","Data Analyst","87000","USD","87000","US","100","US","M"
2023,"SE","FT","Data Analyst","160000","USD","160000","US","100","US","M"
2023,"SE","FT","Data Analyst","108000","USD","108000","US","100","US","M"
2023,"EN","FT","Data Analyst","30000","USD","30000","AR","100","US","S"
2023,"MI","FT","Data Analyst","206000","USD","206000","US","0","US","M"
2023,"MI","FT","Data Analyst","160000","USD","160000","US","0","US","M"
2023,"SE","FT","Analytics Engineer","200000","USD","200000","US","100","US","M"
2023,"SE","FT","Analytics Engineer","175000","USD","175000","US","100","US","M"
2023,"SE","FT","Analytics Engineer","231250","USD","231250","US","100","US","M"
2023,"SE","FT","Analytics Engineer","138750","USD","138750","US","100","US","M"
2023,"MI","FT","Data Analyst","109000","USD","109000","US","0","US","M"
2023,"MI","FT","Data Analyst","79000","USD","79000","US","0","US","M"
2023,"SE","FT","Data Analyst","160000","USD","160000","US","100","US","M"
2023,"SE","FT","Data Analyst","125600","USD","125600","US","100","US","M"
2023,"SE","FT","Data Analyst","141290","USD","141290","US","0","US","M"
2023,"SE","FT","Data Analyst","74178","USD","74178","US","0","US","M"
2023,"MI","FT","Data Analyst","80000","USD","80000","US","0","US","M"
2023,"MI","FT","Data Analyst","52500","USD","52500","US","0","US","M"
2023,"SE","FT","BI Analyst","125000","USD","125000","US","0","US","M"
2023,"SE","FT","BI Analyst","110000","USD","110000","US","0","US","M"
2023,"MI","FT","Data Analyst","90000","USD","90000","US","0","US","M"
2023,"MI","FT","Data Analyst","80000","USD","80000","US","0","US","M"
2022,"EN","FT","Business Data Analyst","48000","USD","48000","US","50","US","L"
2023,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2023,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2023,"EN","FT","Business Data Analyst","12000","EUR","12877","GR","50","GR","L"
2023,"MI","FT","Data Analytics Lead","1440000","INR","17509","IN","50","SG","M"
2023,"SE","FT","BI Developer","140000","USD","140000","US","100","US","M"
2023,"SE","FT","BI Developer","110000","USD","110000","US","100","US","M"
2023,"SE","FT","Data Analyst","48000","EUR","51508","ES","0","ES","M"
2023,"SE","FT","Data Analyst","38000","EUR","40777","ES","0","ES","M"
2023,"SE","FT","Data Analyst","48000","EUR","51508","ES","0","ES","M"
2023,"SE","FT","Data Analyst","38000","EUR","40777","ES","0","ES","M"
2023,"MI","FT","Data Analyst","120000","USD","120000","US","100","US","M"
2023,"MI","FT","Data Analyst","100000","USD","100000","US","100","US","M"
2023,"SE","FT","Data Analyst","145000","USD","145000","US","100","US","M"
2023,"SE","FT","Data Analyst","102500","USD","102500","US","100","US","M"
2023,"MI","FT","Data Analyst","135000","USD","135000","US","0","US","M"
2023,"MI","FT","Data Analyst","105500","USD","105500","US","0","US","M"
2023,"MI","FT","Data Analyst","65000","GBP","78990","GB","0","GB","M"
2023,"MI","FT","Data Analyst","36050","GBP","43809","GB","0","GB","M"
